year,age,sex,people
2030,54,2,497814
2030,55,2,507689
2030,56,2,492968
2030,57,2,493324
2030,58,2,499335
2030,59,2,518835
2030,6,2,486692
2030,60,2,534853
2030,61,2,504346
2030,62,2,485376
2030,63,2,474980
2030,64,2,473763
2030,65,2,494047
2030,66,2,492752
2030,67,2,488972
2030,68,2,479560
2030,69,2,479590
2030,7,2,491742
2030,70,2,485273
2030,71,2,456639
2030,72,2,447339
2030,73,2,432903
2030,74,2,418692
2030,75,2,412912
2030,76,2,383131
2030,77,2,361036
2030,78,2,337290
2030,79,2,318242
2030,8,2,496474
2030,80,2,313360
2030,81,2,287417
2030,82,2,272183
2030,83,2,256438
2030,84,2,207055
2030,85,2,193303
2030,86,2,172451
2030,87,2,156174
2030,88,2,133567
2030,89,2,114207
2030,9,2,500576
2030,90,2,102258
2030,91,2,82369
2030,92,2,66487
2030,93,2,53908
2030,94,2,44007
2030,95,2,35599
2030,96,2,25584
2030,97,2,19094
2030,98,2,14343
2030,99,2,11034
2031,0,2,463779
2031,1,2,462613
2031,10,2,503742
2031,100,2,8616
2031,101,2,5347
2031,102,2,3432
2031,103,2,2288
2031,104,2,1511
2031,105,2,951
2031,106,2,425
2031,107,2,204
2031,108,2,114
2031,109,2,48
2031,11,2,508715
2031,110,2,28
2031,111,2,5
2031,112,2,4
2031,113,2,1
2031,12,2,513728
2031,13,2,518139
2031,14,2,524035
2031,15,2,549070
2031,16,2,559231
2031,17,2,560958
2031,18,2,605449
2031,19,2,632559
2031,2,2,468453
2031,20,2,661259
2031,21,2,636919
2031,22,2,628594
2031,23,2,630540
2031,24,2,625126
2031,25,2,595506
2031,26,2,565122
2031,27,2,563427
2031,28,2,561912
2031,29,2,558415
2031,3,2,473238
2031,30,2,569647
2031,31,2,571245
2031,32,2,564536
2031,33,2,564422
2031,34,2,573188
2031,35,2,582393
2031,36,2,564472
2031,37,2,572278
2031,38,2,578702
2031,39,2,561179
2031,4,2,477673
2031,40,2,542747
2031,41,2,524950
2031,42,2,514080
2031,43,2,514273
2031,44,2,520567
2031,45,2,530562
2031,46,2,553928
2031,47,2,563102
2031,48,2,570228
2031,49,2,566203
2031,5,2,482542
2031,50,2,556976
2031,51,2,556897
2031,52,2,521131
2031,53,2,511097
2031,54,2,502899
2031,55,2,495847
2031,56,2,505999
2031,57,2,491319
2031,58,2,491576
2031,59,2,497909
2031,6,2,486227
2031,60,2,516540
2031,61,2,532785
2031,62,2,502588
2031,63,2,483683
2031,64,2,472480
2031,65,2,471816
2031,66,2,491172
2031,67,2,489820
2031,68,2,485733
2031,69,2,476352
2031,7,2,489764
2031,70,2,477050
2031,71,2,480178
2031,72,2,451820
2031,73,2,442193
2031,74,2,428075
2031,75,2,415577
2031,76,2,403926
2031,77,2,375443
2031,78,2,353373
2031,79,2,330484
2031,8,2,494525
2031,80,2,314061
2031,81,2,301256
2031,82,2,276450
2031,83,2,261752
2031,84,2,246589
2031,85,2,204213
2031,86,2,180472
2031,87,2,160765
2031,88,2,145830
2031,89,2,124474
2031,9,2,499230
2031,90,2,106237
2031,91,2,87386
2031,92,2,69734
2031,93,2,56736
2031,94,2,46023
2031,95,2,37455
2031,96,2,27320
2031,97,2,19752
2031,98,2,14776
2031,99,2,10916
2032,0,2,464310
2032,1,2,461982
2032,10,2,502366
2032,100,2,8499
2032,101,2,5886
2032,102,2,3677
2032,103,2,2340
2032,104,2,1557
2032,105,2,1076
2032,106,2,527
2032,107,2,239
2032,108,2,103
2032,109,2,62
2032,11,2,506422
2032,110,2,35
2032,111,2,6
2032,112,2,1
2032,113,2,1
2032,114,2,1
2032,12,2,511233
2032,13,2,516010
2032,14,2,520347
2032,15,2,550000
2032,16,2,549288
2032,17,2,563198
2032,18,2,605642
2032,19,2,636109
2032,2,2,467807
2032,20,2,650499
2032,21,2,653953
2032,22,2,625148
2032,23,2,618438
2032,24,2,625264
2032,25,2,607703
2032,26,2,574031
2032,27,2,571025
2032,28,2,568459
2032,29,2,566142
2032,3,2,473317
2032,30,2,562086
2032,31,2,570526
2032,32,2,573145
2032,33,2,565802
2032,34,2,566495
2032,35,2,574594
2032,36,2,579517
2032,37,2,566415
2032,38,2,574024
2032,39,2,581107
2032,4,2,477529
2032,40,2,562759
2032,41,2,543309
2032,42,2,526035
2032,43,2,515207
2032,44,2,515520
2032,45,2,522099
2032,46,2,530546
2032,47,2,554336
2032,48,2,563017
2032,49,2,570538
2032,5,2,481900
2032,50,2,565270
2032,51,2,555768
2032,52,2,555971
2032,53,2,520286
2032,54,2,510257
2032,55,2,500948
2032,56,2,494376
2032,57,2,504187
2032,58,2,489614
2032,59,2,490308
2032,6,2,485846
2032,60,2,495559
2032,61,2,514719
2032,62,2,531000
2032,63,2,500715
2032,64,2,481198
2032,65,2,470552
2032,66,2,469269
2032,67,2,488289
2032,68,2,486505
2032,69,2,482660
2032,7,2,489431
2032,70,2,473990
2032,71,2,472311
2032,72,2,475329
2032,73,2,446690
2032,74,2,437410
2032,75,2,424888
2032,76,2,406750
2032,77,2,395949
2032,78,2,367710
2032,79,2,346302
2032,8,2,492584
2032,80,2,326146
2032,81,2,302131
2032,82,2,289837
2032,83,2,265986
2032,84,2,251893
2032,85,2,242104
2032,86,2,190991
2032,87,2,168655
2032,88,2,150071
2032,89,2,136119
2032,9,2,497262
2032,90,2,115936
2032,91,2,90730
2032,92,2,74122
2032,93,2,59407
2032,94,2,48534
2032,95,2,39034
2032,96,2,28809
2032,97,2,21107
2032,98,2,15155
2032,99,2,11335
2033,0,2,463859
2033,1,2,462520
2033,10,2,500319
2033,100,2,8721
2033,101,2,5803
2033,102,2,4032
2033,103,2,2511
2033,104,2,1645
2033,105,2,1054
2033,106,2,557
2033,107,2,313
2033,108,2,124
2033,109,2,66
2033,11,2,504978
2033,110,2,35
2033,111,2,13
2033,112,2,3
2033,114,2,1
2033,12,2,508941
2033,13,2,513568
2033,14,2,518183
2033,15,2,546443
2033,16,2,550296
2033,17,2,553374
2033,18,2,608021
2033,19,2,636438
2033,2,2,467262
2033,20,2,654059
2033,21,2,643245
2033,22,2,642280
2033,23,2,615019
2033,24,2,613228
2033,25,2,607786
2033,26,2,586290
2033,27,2,580186
2033,28,2,576003
2033,29,2,572716
2033,3,2,472626
2033,30,2,569765
2033,31,2,563023
2033,32,2,572472
2033,33,2,574450
2033,34,2,567816
2033,35,2,567972
2033,36,2,571788
2033,37,2,581548
2033,38,2,568054
2033,39,2,576294
2033,4,2,477767
2033,40,2,582768
2033,41,2,563298
2033,42,2,544361
2033,43,2,527244
2033,44,2,516417
2033,45,2,517073
2033,46,2,522040
2033,47,2,530893
2033,48,2,554341
2033,49,2,563402
2033,5,2,481688
2033,50,2,569742
2033,51,2,564036
2033,52,2,554837
2033,53,2,555034
2033,54,2,519475
2033,55,2,508290
2033,56,2,499413
2033,57,2,492725
2033,58,2,502448
2033,59,2,488286
2033,6,2,485303
2033,60,2,488053
2033,61,2,493842
2033,62,2,513018
2033,63,2,529028
2033,64,2,498133
2033,65,2,479289
2033,66,2,468175
2033,67,2,466739
2033,68,2,485241
2033,69,2,483524
2033,7,2,489105
2033,70,2,480255
2033,71,2,469429
2033,72,2,467608
2033,73,2,469954
2033,74,2,441907
2033,75,2,434406
2033,76,2,416187
2033,77,2,398748
2033,78,2,387884
2033,79,2,360544
2033,8,2,492270
2033,80,2,341752
2033,81,2,313889
2033,82,2,290886
2033,83,2,279060
2033,84,2,256219
2033,85,2,247687
2033,86,2,226337
2033,87,2,178481
2033,88,2,157925
2033,89,2,140165
2033,9,2,495363
2033,90,2,126769
2033,91,2,99235
2033,92,2,77190
2033,93,2,63229
2033,94,2,50900
2033,95,2,41360
2033,96,2,30018
2033,97,2,22240
2033,98,2,16314
2033,99,2,11736
2034,0,2,465328
2034,1,2,462124
2034,10,2,498475
2034,100,2,9189
2034,101,2,5958
2034,102,2,4088
2034,103,2,2822
2034,104,2,1780
2034,105,2,1154
2034,106,2,568
2034,107,2,286
2034,108,2,175
2034,109,2,71
2034,11,2,502977
2034,110,2,42
2034,111,2,17
2034,112,2,5
2034,113,2,2
2034,115,2,1
2034,12,2,507585
2034,13,2,511320
2034,14,2,515754
2034,15,2,544172
2034,16,2,546810
2034,17,2,554471
2034,18,2,598144
2034,19,2,638866
2034,2,2,467634
2034,20,2,654662
2034,21,2,646876
2034,22,2,631599
2034,23,2,632217
2034,24,2,609885
2034,25,2,595677
2034,26,2,586573
2034,27,2,592332
2034,28,2,585415
2034,29,2,580180
2034,3,2,472297
2034,30,2,576211
2034,31,2,570747
2034,32,2,565008
2034,33,2,573814
2034,34,2,576487
2034,35,2,569321
2034,36,2,565265
2034,37,2,573798
2034,38,2,583188
2034,39,2,570443
2034,4,2,477064
2034,40,2,577903
2034,41,2,583411
2034,42,2,564255
2034,43,2,545521
2034,44,2,528549
2034,45,2,518053
2034,46,2,517114
2034,47,2,522487
2034,48,2,530998
2034,49,2,554739
2034,5,2,482049
2034,50,2,562625
2034,51,2,568647
2034,52,2,563297
2034,53,2,553971
2034,54,2,554115
2034,55,2,517471
2034,56,2,506748
2034,57,2,497837
2034,58,2,491053
2034,59,2,501138
2034,6,2,485104
2034,60,2,486076
2034,61,2,486476
2034,62,2,492313
2034,63,2,511422
2034,64,2,526305
2034,65,2,496241
2034,66,2,476910
2034,67,2,465721
2034,68,2,463989
2034,69,2,482288
2034,7,2,488563
2034,70,2,481144
2034,71,2,475757
2034,72,2,464813
2034,73,2,462479
2034,74,2,465112
2034,75,2,438897
2034,76,2,425576
2034,77,2,408257
2034,78,2,390526
2034,79,2,380263
2034,8,2,491985
2034,80,2,355623
2034,81,2,328993
2034,82,2,302433
2034,83,2,280249
2034,84,2,268979
2034,85,2,251916
2034,86,2,232188
2034,87,2,211840
2034,88,2,167119
2034,89,2,147629
2034,9,2,495075
2034,90,2,130889
2034,91,2,108414
2034,92,2,84527
2034,93,2,65846
2034,94,2,54106
2034,95,2,43488
2034,96,2,31924
2034,97,2,23222
2034,98,2,17297
2034,99,2,12568
2035,0,2,467189
2035,1,2,463605
2035,10,2,498273
2035,100,2,9842
2035,101,2,6351
2035,102,2,4095
2035,103,2,2869
2035,104,2,1960
2035,105,2,1221
2035,106,2,621
2035,107,2,323
2035,108,2,160
2035,109,2,98
2035,11,2,501092
2035,110,2,43
2035,111,2,18
2035,112,2,9
2035,113,2,1
2035,114,2,2
2035,116,2,1
2035,12,2,505540
2035,13,2,509966
2035,14,2,513590
2035,15,2,541846
2035,16,2,544603
2035,17,2,551032
2035,18,2,599311
2035,19,2,629255
2035,2,2,467563
2035,20,2,657112
2035,21,2,647579
2035,22,2,635040
2035,23,2,621579
2035,24,2,627071
2035,25,2,592542
2035,26,2,574277
2035,27,2,592657
2035,28,2,597439
2035,29,2,589846
2035,3,2,472629
2035,30,2,583836
2035,31,2,577209
2035,32,2,572812
2035,33,2,566353
2035,34,2,575801
2035,35,2,577936
2035,36,2,566598
2035,37,2,567411
2035,38,2,575419
2035,39,2,585543
2035,4,2,476703
2035,40,2,572150
2035,41,2,578513
2035,42,2,584462
2035,43,2,565346
2035,44,2,546749
2035,45,2,530151
2035,46,2,518141
2035,47,2,517667
2035,48,2,522604
2035,49,2,531468
2035,5,2,481269
2035,50,2,553910
2035,51,2,561485
2035,52,2,567865
2035,53,2,562480
2035,54,2,553183
2035,55,2,552069
2035,56,2,516004
2035,57,2,505107
2035,58,2,496121
2035,59,2,489861
2035,6,2,485460
2035,60,2,499040
2035,61,2,484498
2035,62,2,485045
2035,63,2,490947
2035,64,2,509104
2035,65,2,524162
2035,66,2,493696
2035,67,2,474504
2035,68,2,463051
2035,69,2,461421
2035,7,2,488378
2035,70,2,480202
2035,71,2,476683
2035,72,2,471205
2035,73,2,460028
2035,74,2,457888
2035,75,2,461781
2035,76,2,430245
2035,77,2,417700
2035,78,2,400059
2035,79,2,383229
2035,8,2,491441
2035,80,2,375461
2035,81,2,342586
2035,82,2,317138
2035,83,2,291512
2035,84,2,270016
2035,85,2,264387
2035,86,2,236170
2035,87,2,217315
2035,88,2,198561
2035,89,2,156528
2035,9,2,494801
2035,90,2,137865
2035,91,2,111742
2035,92,2,92172
2035,93,2,72165
2035,94,2,56476
2035,95,2,46193
2035,96,2,33656
2035,97,2,24766
2035,98,2,17971
2035,99,2,13610
2036,0,2,469101
2036,1,2,465390
2036,10,2,498052
2036,100,2,10710
2036,101,2,6769
2036,102,2,4418
2036,103,2,2843
2036,104,2,2011
2036,105,2,1412
2036,106,2,648
2036,107,2,345
2036,108,2,165
2036,109,2,84
2036,11,2,500924
2036,110,2,62
2036,111,2,19
2036,112,2,7
2036,113,2,6
2036,114,2,1
2036,115,2,1
2036,117,2,1
2036,12,2,503718
2036,13,2,507948
2036,14,2,512214
2036,15,2,539633
2036,16,2,542410
2036,17,2,548831
2036,18,2,595999
2036,19,2,630567
2036,2,2,468914
2036,20,2,647621
2036,21,2,650006
2036,22,2,635874
2036,23,2,625009
2036,24,2,616495
2036,25,2,609748
2036,26,2,571230
2036,27,2,580393
2036,28,2,597771
2036,29,2,601854
2036,3,2,472568
2036,30,2,593584
2036,31,2,584983
2036,32,2,579154
2036,33,2,574199
2036,34,2,568416
2036,35,2,577263
2036,36,2,575215
2036,37,2,568731
2036,38,2,569130
2036,39,2,577835
2036,4,2,477189
2036,40,2,587299
2036,41,2,572733
2036,42,2,579600
2036,43,2,585603
2036,44,2,566639
2036,45,2,548354
2036,46,2,530217
2036,47,2,518641
2036,48,2,517708
2036,49,2,523172
2036,5,2,481080
2036,50,2,530777
2036,51,2,552815
2036,52,2,560765
2036,53,2,566985
2036,54,2,561564
2036,55,2,551169
2036,56,2,550303
2036,57,2,514298
2036,58,2,503430
2036,59,2,494942
2036,6,2,484754
2036,60,2,487763
2036,61,2,497603
2036,62,2,483090
2036,63,2,483661
2036,64,2,488695
2036,65,2,507293
2036,66,2,521624
2036,67,2,491228
2036,68,2,471956
2036,69,2,460514
2036,7,2,488732
2036,70,2,459538
2036,71,2,475961
2036,72,2,472151
2036,73,2,466378
2036,74,2,455503
2036,75,2,454995
2036,76,2,452649
2036,77,2,422536
2036,78,2,409492
2036,79,2,392592
2036,8,2,491189
2036,80,2,378397
2036,81,2,362082
2036,82,2,330424
2036,83,2,306110
2036,84,2,281204
2036,85,2,265374
2036,86,2,248288
2036,87,2,221273
2036,88,2,203705
2036,89,2,185967
2036,9,2,494338
2036,90,2,146348
2036,91,2,118298
2036,92,2,95570
2036,93,2,78897
2036,94,2,61845
2036,95,2,48237
2036,96,2,35801
2036,97,2,26175
2036,98,2,19311
2036,99,2,13944
2037,0,2,469219
2037,1,2,467335
2037,10,2,497662
2037,100,2,11064
2037,101,2,7430
2037,102,2,4687
2037,103,2,3043
2037,104,2,2020
2037,105,2,1418
2037,106,2,792
2037,107,2,344
2037,108,2,217
2037,109,2,98
2037,11,2,500671
2037,110,2,47
2037,111,2,27
2037,112,2,8
2037,113,2,4
2037,114,2,3
2037,115,2,1
2037,116,2,1
2037,12,2,503494
2037,13,2,506175
2037,14,2,510306
2037,15,2,538305
2037,16,2,540326
2037,17,2,546731
2037,18,2,593927
2037,19,2,627285
2037,2,2,470806
2037,20,2,649015
2037,21,2,640438
2037,22,2,638290
2037,23,2,625934
2037,24,2,620065
2037,25,2,599165
2037,26,2,588494
2037,27,2,577409
2037,28,2,585624
2037,29,2,602178
2037,3,2,473983
2037,30,2,605525
2037,31,2,594609
2037,32,2,586923
2037,33,2,580577
2037,34,2,576354
2037,35,2,570009
2037,36,2,574474
2037,37,2,577389
2037,38,2,570528
2037,39,2,571531
2037,4,2,477102
2037,40,2,579608
2037,41,2,588011
2037,42,2,573804
2037,43,2,580663
2037,44,2,586883
2037,45,2,568334
2037,46,2,548449
2037,47,2,530710
2037,48,2,518740
2037,49,2,518253
2037,5,2,481516
2037,50,2,522474
2037,51,2,529810
2037,52,2,552153
2037,53,2,559922
2037,54,2,566013
2037,55,2,559486
2037,56,2,549644
2037,57,2,548536
2037,58,2,512593
2037,59,2,502110
2037,6,2,484516
2037,60,2,492874
2037,61,2,486320
2037,62,2,496247
2037,63,2,481763
2037,64,2,481600
2037,65,2,486932
2037,66,2,505010
2037,67,2,518983
2037,68,2,488510
2037,69,2,469494
2037,7,2,487989
2037,70,2,458685
2037,71,2,455565
2037,72,2,471759
2037,73,2,467465
2037,74,2,461960
2037,75,2,452592
2037,76,2,446189
2037,77,2,444527
2037,78,2,414529
2037,79,2,401974
2037,8,2,491673
2037,80,2,387607
2037,81,2,365080
2037,82,2,349587
2037,83,2,318894
2037,84,2,295452
2037,85,2,276507
2037,86,2,249254
2037,87,2,233066
2037,88,2,207747
2037,89,2,191142
2037,9,2,494119
2037,90,2,174174
2037,91,2,125500
2037,92,2,100932
2037,93,2,81917
2037,94,2,67837
2037,95,2,52962
2037,96,2,37592
2037,97,2,27856
2037,98,2,20296
2037,99,2,15149
2038,0,2,470716
2038,1,2,467522
2038,10,2,497371
2038,100,2,11881
2038,101,2,7688
2038,102,2,5206
2038,103,2,3256
2038,104,2,2188
2038,105,2,1431
2038,106,2,782
2038,107,2,445
2038,108,2,192
2038,109,2,128
2038,11,2,500372
2038,110,2,60
2038,111,2,17
2038,112,2,10
2038,113,2,2
2038,12,2,503363
2038,13,2,505921
2038,14,2,508454
2038,15,2,536360
2038,16,2,538957
2038,17,2,544646
2038,18,2,591945
2038,19,2,625332
2038,2,2,472721
2038,20,2,645964
2038,21,2,641876
2038,22,2,628833
2038,23,2,628384
2038,24,2,620918
2038,25,2,602763
2038,26,2,578032
2038,27,2,594612
2038,28,2,582618
2038,29,2,590084
2038,3,2,476008
2038,30,2,605942
2038,31,2,606598
2038,32,2,596650
2038,33,2,588470
2038,34,2,582750
2038,35,2,577822
2038,36,2,567270
2038,37,2,576731
2038,38,2,579201
2038,39,2,572961
2038,4,2,478610
2038,40,2,573331
2038,41,2,580252
2038,42,2,589109
2038,43,2,575022
2038,44,2,581896
2038,45,2,588618
2038,46,2,568343
2038,47,2,548883
2038,48,2,530894
2038,49,2,519318
2038,5,2,481400
2038,50,2,517624
2038,51,2,521479
2038,52,2,529145
2038,53,2,551334
2038,54,2,559175
2038,55,2,564053
2038,56,2,557851
2038,57,2,547907
2038,58,2,546666
2038,59,2,511373
2038,6,2,484944
2038,60,2,500034
2038,61,2,491529
2038,62,2,485071
2038,63,2,494928
2038,64,2,479528
2038,65,2,480031
2038,66,2,484817
2038,67,2,502572
2038,68,2,516142
2038,69,2,485884
2038,7,2,487862
2038,70,2,467627
2038,71,2,454748
2038,72,2,451683
2038,73,2,467043
2038,74,2,463181
2038,75,2,459106
2038,76,2,443951
2038,77,2,438292
2038,78,2,436320
2038,79,2,407237
2038,8,2,491036
2038,80,2,396987
2038,81,2,374360
2038,82,2,352646
2038,83,2,337492
2038,84,2,307851
2038,85,2,290094
2038,86,2,260013
2038,87,2,234204
2038,88,2,218894
2038,89,2,195086
2038,9,2,494568
2038,90,2,179281
2038,91,2,149313
2038,92,2,107190
2038,93,2,86476
2038,94,2,70226
2038,95,2,58123
2038,96,2,41207
2038,97,2,29321
2038,98,2,21895
2038,99,2,15807
2039,0,2,471407
2039,1,2,468978
2039,10,2,497958
2039,100,2,12485
2039,101,2,8239
2039,102,2,5403
2039,103,2,3677
2039,104,2,2321
2039,105,2,1590
2039,106,2,806
2039,107,2,461
2039,108,2,252
2039,109,2,101
2039,11,2,499997
2039,110,2,88
2039,111,2,23
2039,112,2,6
2039,113,2,4
2039,114,2,2
2039,12,2,503125
2039,13,2,505791
2039,14,2,508254
2039,15,2,534547
2039,16,2,537130
2039,17,2,543383
2039,18,2,589864
2039,19,2,623331
2039,2,2,472967
2039,20,2,644205
2039,21,2,638891
2039,22,2,630241
2039,23,2,618720
2039,24,2,623482
2039,25,2,603775
2039,26,2,581602
2039,27,2,584237
2039,28,2,599730
2039,29,2,587088
2039,3,2,477768
2039,30,2,594041
2039,31,2,607019
2039,32,2,608671
2039,33,2,598132
2039,34,2,590562
2039,35,2,584319
2039,36,2,575257
2039,37,2,569457
2039,38,2,578538
2039,39,2,581647
2039,4,2,480625
2039,40,2,574789
2039,41,2,573976
2039,42,2,581409
2039,43,2,590291
2039,44,2,576297
2039,45,2,583594
2039,46,2,588639
2039,47,2,568801
2039,48,2,549154
2039,49,2,531414
2039,5,2,483146
2039,50,2,518683
2039,51,2,516800
2039,52,2,520866
2039,53,2,528507
2039,54,2,550520
2039,55,2,557168
2039,56,2,562364
2039,57,2,556086
2039,58,2,546143
2039,59,2,545291
2039,6,2,484841
2039,60,2,509336
2039,61,2,498744
2039,62,2,490325
2039,63,2,483842
2039,64,2,492716
2039,65,2,477981
2039,66,2,478029
2039,67,2,482587
2039,68,2,499998
2039,69,2,513348
2039,7,2,488341
2039,70,2,483952
2039,71,2,463789
2039,72,2,450992
2039,73,2,447375
2039,74,2,462682
2039,75,2,460432
2039,76,2,450607
2039,77,2,436389
2039,78,2,430259
2039,79,2,428708
2039,8,2,490856
2039,80,2,402246
2039,81,2,383407
2039,82,2,361900
2039,83,2,340915
2039,84,2,326235
2039,85,2,302446
2039,86,2,273229
2039,87,2,244632
2039,88,2,220401
2039,89,2,205727
2039,9,2,493885
2039,90,2,183353
2039,91,2,153956
2039,92,2,127950
2039,93,2,92011
2039,94,2,74342
2039,95,2,60393
2039,96,2,45081
2039,97,2,32368
2039,98,2,22907
2039,99,2,17250
2040,0,2,472484
2040,1,2,469707
2040,10,2,497176
2040,100,2,13679
2040,101,2,8738
2040,102,2,5759
2040,103,2,3853
2040,104,2,2595
2040,105,2,1686
2040,106,2,939
2040,107,2,464
2040,108,2,270
2040,109,2,139
2040,11,2,500626
2040,110,2,66
2040,111,2,39
2040,112,2,12
2040,113,2,1
2040,12,2,502677
2040,13,2,505577
2040,14,2,508159
2040,15,2,534436
2040,16,2,535324
2040,17,2,541635
2040,18,2,588619
2040,19,2,621544
2040,2,2,474489
2040,20,2,642219
2040,21,2,637116
2040,22,2,627414
2040,23,2,620215
2040,24,2,613848
2040,25,2,606325
2040,26,2,582573
2040,27,2,587794
2040,28,2,589636
2040,29,2,604183
2040,3,2,478154
2040,30,2,590976
2040,31,2,595315
2040,32,2,609035
2040,33,2,610048
2040,34,2,600229
2040,35,2,592147
2040,36,2,581658
2040,37,2,577540
2040,38,2,571305
2040,39,2,580958
2040,4,2,482399
2040,40,2,583493
2040,41,2,575598
2040,42,2,575187
2040,43,2,582568
2040,44,2,591585
2040,45,2,578012
2040,46,2,583603
2040,47,2,589088
2040,48,2,568956
2040,49,2,549682
2040,5,2,485097
2040,50,2,530760
2040,51,2,517825
2040,52,2,516241
2040,53,2,520138
2040,54,2,527798
2040,55,2,548568
2040,56,2,555545
2040,57,2,560601
2040,58,2,554362
2040,59,2,544887
2040,6,2,486706
2040,60,2,543077
2040,61,2,507931
2040,62,2,497487
2040,63,2,489082
2040,64,2,481826
2040,65,2,491072
2040,66,2,476138
2040,67,2,475997
2040,68,2,480218
2040,69,2,497379
2040,7,2,488234
2040,70,2,511292
2040,71,2,479991
2040,72,2,460174
2040,73,2,446872
2040,74,2,443538
2040,75,2,459964
2040,76,2,451966
2040,77,2,443090
2040,78,2,428603
2040,79,2,423069
2040,8,2,491272
2040,80,2,423336
2040,81,2,388875
2040,82,2,370776
2040,83,2,349894
2040,84,2,329726
2040,85,2,320499
2040,86,2,284897
2040,87,2,257154
2040,88,2,230660
2040,89,2,207425
2040,9,2,493878
2040,90,2,193369
2040,91,2,157557
2040,92,2,131574
2040,93,2,109768
2040,94,2,79203
2040,95,2,63890
2040,96,2,47273
2040,97,2,35243
2040,98,2,25501
2040,99,2,17951
2041,0,2,474267
2041,1,2,470883
2041,10,2,497275
2041,100,2,14232
2041,101,2,9713
2041,102,2,6108
2041,103,2,4079
2041,104,2,2733
2041,105,2,1912
2041,106,2,983
2041,107,2,540
2041,108,2,274
2041,109,2,158
2041,11,2,499933
2041,110,2,80
2041,111,2,28
2041,112,2,22
2041,113,2,7
2041,12,2,503327
2041,13,2,505052
2041,14,2,508008
2041,15,2,534289
2041,16,2,535359
2041,17,2,539867
2041,18,2,586961
2041,19,2,620275
2041,2,2,475292
2041,20,2,640617
2041,21,2,635184
2041,22,2,625615
2041,23,2,617612
2041,24,2,615194
2041,25,2,596702
2041,26,2,585189
2041,27,2,588780
2041,28,2,593142
2041,29,2,594256
2041,3,2,479613
2041,30,2,607967
2041,31,2,592137
2041,32,2,597305
2041,33,2,610559
2041,34,2,612220
2041,35,2,601804
2041,36,2,589631
2041,37,2,583865
2041,38,2,579388
2041,39,2,573878
2041,4,2,482878
2041,40,2,582789
2041,41,2,584335
2041,42,2,576899
2041,43,2,576426
2041,44,2,583817
2041,45,2,593259
2041,46,2,578093
2041,47,2,584064
2041,48,2,589249
2041,49,2,569563
2041,5,2,486919
2041,50,2,549065
2041,51,2,529903
2041,52,2,517287
2041,53,2,515624
2041,54,2,519487
2041,55,2,525870
2041,56,2,547110
2041,57,2,553761
2041,58,2,558788
2041,59,2,552978
2041,6,2,488650
2041,60,2,542726
2041,61,2,541490
2041,62,2,506572
2041,63,2,496245
2041,64,2,487067
2041,65,2,480421
2041,66,2,489068
2041,67,2,474111
2041,68,2,473673
2041,69,2,477919
2041,7,2,490128
2041,70,2,495468
2041,71,2,507236
2041,72,2,476130
2041,73,2,456177
2041,74,2,443021
2041,75,2,441162
2041,76,2,451682
2041,77,2,444392
2041,78,2,435344
2041,79,2,421291
2041,8,2,491234
2041,80,2,418014
2041,81,2,409326
2041,82,2,376318
2041,83,2,358544
2041,84,2,338527
2041,85,2,324101
2041,86,2,302534
2041,87,2,268325
2041,88,2,242202
2041,89,2,217247
2041,9,2,494200
2041,90,2,194800
2041,91,2,166223
2041,92,2,134988
2041,93,2,112954
2041,94,2,94315
2041,95,2,68167
2041,96,2,49936
2041,97,2,37048
2041,98,2,27701
2041,99,2,20072
2042,0,2,473363
2042,1,2,472591
2042,10,2,497519
2042,100,2,15877
2042,101,2,10128
2042,102,2,6902
2042,103,2,4341
2042,104,2,2924
2042,105,2,1985
2042,106,2,1076
2042,107,2,567
2042,108,2,318
2042,109,2,163
2042,11,2,500022
2042,110,2,101
2042,111,2,29
2042,112,2,13
2042,113,2,10
2042,114,2,2
2042,12,2,502788
2042,13,2,505751
2042,14,2,507355
2042,15,2,534164
2042,16,2,535229
2042,17,2,540017
2042,18,2,585234
2042,19,2,618717
2042,2,2,476411
2042,20,2,639524
2042,21,2,633653
2042,22,2,623635
2042,23,2,615758
2042,24,2,612718
2042,25,2,598055
2042,26,2,575632
2042,27,2,591604
2042,28,2,593981
2042,29,2,597815
2042,3,2,480508
2042,30,2,598091
2042,31,2,609133
2042,32,2,594322
2042,33,2,598819
2042,34,2,612741
2042,35,2,613748
2042,36,2,599166
2042,37,2,591903
2042,38,2,585776
2042,39,2,581961
2042,4,2,484418
2042,40,2,575753
2042,41,2,583683
2042,42,2,585536
2042,43,2,578070
2042,44,2,577741
2042,45,2,585543
2042,46,2,593305
2042,47,2,578628
2042,48,2,584213
2042,49,2,589825
2042,5,2,487404
2042,50,2,568915
2042,51,2,548072
2042,52,2,529302
2042,53,2,516710
2042,54,2,514940
2042,55,2,517644
2042,56,2,524566
2042,57,2,545396
2042,58,2,552095
2042,59,2,557537
2042,6,2,490462
2042,60,2,550710
2042,61,2,541249
2042,62,2,540068
2042,63,2,505274
2042,64,2,494235
2042,65,2,485596
2042,66,2,478568
2042,67,2,487029
2042,68,2,471837
2042,69,2,471363
2042,7,2,492093
2042,70,2,476249
2042,71,2,491710
2042,72,2,503324
2042,73,2,472005
2042,74,2,452512
2042,75,2,440868
2042,76,2,433443
2042,77,2,444484
2042,78,2,436611
2042,79,2,428337
2042,8,2,493186
